,facility1,facility2,facility3,facility4,facility5,facility6,facility7,facility8,facility9,facility10,facility11,facility12,facility13,facility14,facility15,facility16,facility17,facility18,facility19,facility20,facility21
13900,13900,Sauna, Gymnasium, Minimart, Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Parking, Lift,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13901,13901,Minimart, Parking, Lift,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13902,13902,Security, Playground, Parking, Gymnasium, Swimming Pool, Barbeque area, Multipurpose hall, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13903,13903,Parking, Gymnasium, Swimming Pool, Playground, Security,na,na,na,na,na,na,na,na,na,Cooking Allowed, Washing Machine,na,na,na,na
13904,13904,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall,na,na,na,na,na,na,Air-Cond, Washing Machine, Cooking Allowed,na,na,na
13905,13905,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13906,13906,Parking,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13907,13907,Parking, Security, Swimming Pool, Playground, Gymnasium,na,na,na,na,na,na,na,na,na,Washing Machine,na,na,na,na,na
13908,13908,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13909,13909,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track,na,na,na,na,Cooking Allowed,na,na,na,na,na
13910,13910,Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13911,13911,Jogging Track, Parking, Security, Lift, Swimming Pool, Playground,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13912,13912,Minimart, Gymnasium, Tennis Court, Sauna, Squash Court, Jogging Track, Lift, Security, Playground, Swimming Pool, Barbeque area, Parking,na,na,Air-Cond,na,na,na,na,na
13913,13913,Gymnasium, Parking, Security, Playground, Swimming Pool, Barbeque area, Multipurpose hall,na,na,na,na,na,na,na,Cooking Allowed, Air-Cond,na,na,na,na
13914,13914,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13915,13915,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Multipurpose hall, Minimart, Club house,na,na,na,na,Cooking Allowed, Air-Cond,na,na,na,na
13916,13916,Playground, Security, Lift, Parking,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13917,13917,Security, Minimart, Playground, Parking, Gymnasium, Jogging Track, Lift, Swimming Pool, Barbeque area, Multipurpose hall, Squash Court,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13918,13918,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Squash Court,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13919,13919,Multipurpose hall,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13920,13920,Lift, Security, Parking, Gymnasium, Swimming Pool, Playground,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13921,13921,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13922,13922,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13923,13923,Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Gymnasium, Jogging Track, Multipurpose hall,na,na,na,na,Air-Cond, Near KTM/LRT, Internet, Cooking Allowed,na,na
13924,13924,Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Tennis Court, Minimart,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13925,13925,Minimart, Playground,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13926,13926,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Minimart, Squash Court, Tennis Court, Jogging Track,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13927,13927,Barbeque area, Multipurpose hall, Swimming Pool, Playground,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13928,13928,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13929,13929,Minimart, Swimming Pool, Gymnasium, Security, Parking, Jogging Track, Playground,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13930,13930,Swimming Pool, Gymnasium, Lift, Squash Court, Playground, Security, Minimart, Jogging Track, Parking,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13931,13931,Tennis Court, Swimming Pool, Jogging Track, Playground, Barbeque area, Sauna,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13932,13932,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Tennis Court,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13933,13933,Swimming Pool, Gymnasium, Sauna, Minimart, Barbeque area, Security, Playground,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13934,13934,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13935,13935,Gymnasium, Barbeque area, Minimart, Parking, Playground, Security, Swimming Pool,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13936,13936,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13937,13937,Lift, Minimart,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
13938,13938,Security, Swimming Pool, Playground, Gymnasium, Tennis Court, Barbeque area, Multipurpose hall, Sauna, Parking, Lift,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13939,13939,Swimming Pool, Multipurpose hall, Playground, Gymnasium, Barbeque area, Parking, Security, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13940,13940,Jogging Track, Barbeque area, Multipurpose hall, Playground, Sauna, Parking, Swimming Pool, Security, Gymnasium, Lift, Minimart,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13941,13941,Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
13942,13942,Security, Swimming Pool, Parking, Multipurpose hall, Playground, Gymnasium, Minimart, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13943,13943,Jogging Track, Swimming Pool, Security, Parking, Playground, Gymnasium, Minimart,na,na,na,na,na,na,na,Near KTM/LRT,na,na,na,na,na
13944,13944,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Tennis Court,na,na,na,na,na,Air-Cond, Washing Machine, Cooking Allowed,na,na,na
13945,13945,Parking, Minimart, Swimming Pool, Security,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13946,13946,Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13947,13947,Parking, Security, Playground,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13948,13948,Swimming Pool, Gymnasium, Security, Jogging Track, Lift, Playground, Parking, Sauna,na,na,na,na,na,na,Cooking Allowed, Air-Cond, Near KTM/LRT,na,na,na
13949,13949,Swimming Pool, Gymnasium, Security, Jogging Track, Lift, Parking, Playground, Sauna,na,na,na,na,na,na,Cooking Allowed, Air-Cond, Near KTM/LRT,na,na,na
13950,13950,Playground, Swimming Pool, Parking, Security, Gymnasium, Lift, Minimart, Multipurpose hall,na,na,na,na,na,na,Washing Machine,na,na,na,na,na
13951,13951,Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Jogging Track,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13952,13952,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13953,13953,Barbeque area, Multipurpose hall, Swimming Pool, Playground,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13954,13954,Security, Gymnasium, Jogging Track, Multipurpose hall, Swimming Pool, Lift, Playground,na,na,na,na,na,na,na,Washing Machine, Near KTM/LRT, Cooking Allowed,na,na,na
13955,13955,Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Multipurpose hall, Gymnasium, Security, Playground,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13956,13956,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
13957,13957,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13958,13958,Minimart, Swimming Pool, Security, Playground, Gymnasium, Multipurpose hall, Parking, Lift, Barbeque area,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13959,13959,Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
13960,13960,Parking, Security, Lift,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13961,13961,Security, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Parking, Minimart, Jogging Track, Playground, Gymnasium, Club house,na,na,na,Cooking Allowed, Air-Cond,na,na,na,na
13962,13962,Lift, Playground, Jogging Track,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
13963,13963,Jogging Track, Tennis Court, Squash Court, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13964,13964,Playground, Minimart, Lift,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
13965,13965,Barbeque area, Multipurpose hall, Parking, Playground, Gymnasium, Swimming Pool, Security, Lift,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
13966,13966,Parking, Security, Lift, Swimming Pool, Playground,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13967,13967,Parking, Security, Playground, Barbeque area,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13968,13968,Parking, Security, Lift, Playground, Swimming Pool,na,na,na,na,na,na,na,na,na,Near KTM/LRT,na,na,na,na,na
13969,13969,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Club house,na,na,na,Cooking Allowed,na,na,na,na,na
13970,13970,Parking, Lift, Security, Swimming Pool, Playground, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Gymnasium, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
13971,13971,Parking, Security, Playground, Minimart,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Internet,na,na
13972,13972,Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart,na,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
13973,13973,Parking,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13974,13974,Security, Swimming Pool, Parking, Gymnasium, Lift, Playground,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13975,13975,Swimming Pool, Multipurpose hall, Gymnasium, Parking, Security, Lift, Playground, Minimart, Tennis Court,na,na,na,na,na,Air-Cond, Near KTM/LRT, Washing Machine,na,na,na
13976,13976,Playground, Swimming Pool, Squash Court, Lift, Parking, Multipurpose hall, Gymnasium, Tennis Court, Barbeque area, Sauna, Club house, Security, Minimart, Jogging Track,unknown,na,na,na,na,na
13977,13977,Parking, Playground, Swimming Pool, Tennis Court, Lift, Minimart, Gymnasium, Squash Court, Jogging Track, Barbeque area, Security, Sauna,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13978,13978,Minimart, Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Washing Machine,na,na,na,na
13979,13979,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13980,13980,Swimming Pool, Gymnasium, Minimart, Lift, Security, Playground, Squash Court, Jogging Track, Parking,na,na,na,na,na,unknown,na,na,na,na,na
13981,13981,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13982,13982,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
13983,13983,Parking, Lift, Playground, Swimming Pool, Gymnasium, Minimart, Jogging Track,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
13984,13984,Sauna, Parking, Gymnasium, Security, Minimart, Playground, Tennis Court, Swimming Pool, Jogging Track, Lift, Multipurpose hall, Club house,na,na,Air-Cond, Cooking Allowed,na,na,na,na
13985,13985,Jogging Track, Security, Minimart, Swimming Pool, Gymnasium, Parking, Playground, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
13986,13986,Playground, Swimming Pool, Security, Minimart, Gymnasium, Jogging Track, Parking, Lift,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13987,13987,Sauna, Swimming Pool, Gymnasium, Jogging Track, Parking, Minimart, Multipurpose hall, Security, Playground, Tennis Court, Lift, Barbeque area,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
13988,13988,Playground, Swimming Pool, Security, Multipurpose hall, Gymnasium,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13989,13989,Gymnasium, Parking, Playground, Jogging Track, Security, Minimart, Sauna, Swimming Pool,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13990,13990,Security, Playground, Parking, Swimming Pool, Gymnasium, Minimart, Squash Court, Lift, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
13991,13991,Parking, Security, Playground, Gymnasium, Lift, Squash Court, Minimart, Swimming Pool, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
13992,13992,Lift, Security, Parking, Gymnasium, Swimming Pool,na,na,na,na,na,na,na,na,na,Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed,na,na
13993,13993,Gymnasium, Swimming Pool, Playground, Minimart, Barbeque area, Multipurpose hall, Security, Parking, Lift,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
13994,13994,Parking, Security, Playground, Gymnasium, Lift, Squash Court, Minimart, Swimming Pool, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
13995,13995,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
13996,13996,Jogging Track, Gymnasium, Multipurpose hall, Swimming Pool, Playground, Parking, Security,na,na,na,na,na,na,na,unknown,na,na,na,na,na
13997,13997,Parking, Security, Playground, Gymnasium, Lift, Squash Court, Minimart, Swimming Pool, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
13998,13998,Parking, Gymnasium, Club house, Security, Sauna, Jogging Track, Lift, Barbeque area, Tennis Court, Swimming Pool, Minimart, Squash Court, Multipurpose hall, Playground,Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine,na
13999,13999,Parking, Security, Lift, Swimming Pool, Playground, Club house, Gymnasium, Barbeque area, Multipurpose hall,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
14000,14000,Gymnasium, Club house, Security, Minimart, Parking, Jogging Track, Lift, Playground, Swimming Pool, Multipurpose hall, Barbeque area,na,na,na,unknown,na,na,na,na,na
14001,14001,Playground, Lift, Parking, Jogging Track, Multipurpose hall, Security, Swimming Pool, Gymnasium,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
14002,14002,Parking, Playground, Gymnasium, Jogging Track,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
14003,14003,Swimming Pool, Security, Gymnasium, Multipurpose hall, Parking, Playground,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
14004,14004,Security, Playground, Parking, Swimming Pool, Gymnasium, Minimart, Squash Court, Lift, Sauna,na,na,na,na,na,unknown,na,na,na,na,na
14005,14005,Minimart, Sauna, Security, Playground, Swimming Pool, Parking, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Lift,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
14006,14006,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Club house, Barbeque area,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
14007,14007,Squash Court, Parking, Lift, Sauna, Swimming Pool, Jogging Track, Security, Minimart, Playground,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
14008,14008,Jogging Track, Multipurpose hall, Swimming Pool, Squash Court, Security, Playground, Gymnasium, Parking, Lift, Sauna, Barbeque area, Minimart,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
14009,14009,Security, Gymnasium, Parking, Swimming Pool, Multipurpose hall, Playground, Lift, Minimart, Barbeque area, Club house,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
14010,14010,Sauna, Multipurpose hall, Parking, Jogging Track, Security, Playground, Swimming Pool, Gymnasium, Barbeque area,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
14011,14011,Security, Swimming Pool, Playground, Parking, Sauna, Gymnasium, Jogging Track, Barbeque area,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
14012,14012,Jogging Track, Sauna, Multipurpose hall, Security, Swimming Pool, Tennis Court, Parking, Minimart, Playground, Gymnasium, Lift,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
14013,14013,Sauna, Security, Playground, Swimming Pool, Squash Court, Minimart, Gymnasium, Lift, Parking,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
14014,14014,Multipurpose hall,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
14015,14015,Security, Gymnasium, Barbeque area, Swimming Pool, Parking, Squash Court, Lift, Playground,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
14016,14016,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
14017,14017,Parking, Gymnasium, Club house, Jogging Track, Sauna, Security, Swimming Pool, Barbeque area, Tennis Court, Lift, Minimart, Squash Court, Multipurpose hall, Playground,Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine,na
14018,14018,Gymnasium, Playground, Multipurpose hall, Security, Swimming Pool, Jogging Track, Barbeque area, Lift,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
14019,14019,Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
14020,14020,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
14021,14021,Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Gymnasium, Club house,na,na,na,na,unknown,na,na,na,na,na
14022,14022,Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
14023,14023,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
